EID,ALTERNO,ALTDATE,ALTBE,ALTAF,TARGET
328302,05,2014-04,10,100,1
328302,05,2014-07,100,1000,1
330684,05,2015-07,50,150,0
330684,05,2015-07,50万元,150万元,0
330684,05,2015-07,50,150,0
330684,05,2015-07,50万元,150万元,0
332021,05,2015-04,200,2000,0
332415,05,2013-09,100,420,0
332415,05,2014-03,420,1000,0
332415,27,2013-09,100,420,0
332713,05,2014-10,25,50,0
334437,05,2014-12,50,200,0
334437,05,2014-12,50万元,200万元,0
334437,05,2014-12,50,200,0
334437,05,2014-12,50万元,200万元,0
338169,27,2013-10,50,100,0
342717,27,2013-10,30,200,1
342717,05,2013-10,30,200,1
343316,05,2015-08,50,800,0
346081,05,2013-09,10,100,0
346081,27,2013-09,10,100,0
347404,27,2013-11,80,360,0
347719,05,2015-08,30,500,0
348732,05,2013-12,300,2600,0
348732,27,2013-12,300,2600,0
348883,05,2014-12,5000,1000,0
350490,05,2014-03,300,1000,0
350700,05,2015-03,100,1000,0
352052,05,2015-02,10,1000,0
354551,05,2015-04,50,550,0
357192,27,2013-10,10万元,100万元,0
357192,05,2013-10,10万元,100万元,0
358150,05,2014-11,150000,170000,0
358150,05,2013-10,120000,150000,0
358150,27,2013-10,120000,150000,0
358481,05,2014-09,10,300,1
359663,05,2013-12,160,300,0
359663,27,2013-12,160,300,0
360271,05,2013-11,1000,300,1
360303,05,2014-05,50,100,0
361641,27,2013-11,1001,2001,0
361641,05,2013-11,1001,2001,0
364302,05,2014-12,12145,17350,0
364877,05,2015-01,50,200,0
365192,05,2014-09,50,500,0
365392,05,2015-03,1000,2000,0
366757,05,2015-03,100,1000,0
367709,05,2013-10,3,20,0
367709,27,2013-10,3,20,0
369392,05,2015-01,200,600,0
370932,05,2013-09,10,100,0
370932,27,2013-09,10,100,0
371157,05,2015-05,1056,30,0
373169,05,2013-12,500,200,0
375055,05,2014-06,50,300,0
375743,05,2014-05,276,5000,1
377676,05,2015-02,200,500,0
377676,05,2014-06,50,200,0
377676,05,2015-02,200万元,500万元,0
377676,05,2014-06,50万元,200万元,0
377676,05,2015-02,200万元,500万元,0
377676,05,2014-06,50万元,200万元,0
377676,05,2015-02,200,500,0
377676,05,2014-06,50,200,0
377676,05,2015-02,200万元,500万元,0
377676,05,2014-06,50万元,200万元,0
377676,05,2015-02,200万元,500万元,0
377676,05,2014-06,50万元,200万元,0
377956,05,2015-01,50,1000,0
379112,05,2015-05,50,500,0
380470,05,2015-01,50,250,0
380470,05,2015-07,250,1000,0
380897,05,2015-08,1700,1965,0
380897,05,2014-06,3000,1700,0
383556,05,2015-03,500,5000,0
384795,05,2014-05,10,500,0
384795,05,2014-05,10万元,500万元,0
384795,05,2014-05,10,500,0
384795,05,2014-05,10万元,500万元,0
385351,05,2014-11,10,50,0
386287,05,2014-09,3,200,0
386621,05,2014-05,100,500,0
388457,05,2015-07,5000,1000,0
389254,05,2014-07,100,118.75,0
391262,05,2014-05,50,300,0
394030,05,2014-06,103,2000,0
395762,05,2015-07,50,200,0
395906,27,2013-09,10,300,0
395906,05,2013-09,10,300,0
396388,27,2013-10,10,15,0
396388,05,2013-10,10,15,0
397762,05,2015-06,5,200,0
398756,05,2014-10,105,605,0
399480,05,2015-04,1015,1190,0
399862,05,2015-06,300,500,0
400707,05,2015-01,100,500,0
400707,05,2014-11,10,100,0
402064,05,2014-08,100,550,0
402234,27,2014-02,3,200,0
402234,05,2014-02,3,200,0
402579,05,2015-06,10,200,0
403725,05,2014-02,50,300,0
403725,27,2014-02,50,300,0
404050,05,2014-07,50,3,0
404285,05,2014-10,30,100,0
404424,05,2014-05,10,200,0
405186,05,2015-04,50,100,1
405186,05,2015-08,100,200,1
405663,05,2015-05,50,500,0
407191,05,2015-04,10,200,0
408126,05,2014-06,10,100,0
408702,27,2014-02,,10,0
408951,05,2014-01,10,500,0
408951,27,2014-01,10,500,0
409423,05,2014-08,3,100,0
410353,05,2014-08,200,600,0
411090,05,2015-02,1200,1431.4687,0
411338,05,2014-06,200,5000,0
411338,05,2015-04,5000,50000,0
412449,05,2015-02,20,100,0
412890,05,2014-09,50,500,0
415057,05,2014-04,50,100,1
415322,05,2015-07,100,500,1
417847,05,2013-11,50,100,0
417847,27,2013-11,50,100,0
420221,27,2013-11,100,260,0
420221,05,2013-11,100,260,0
420229,27,2014-01,100,600,0
420229,05,2014-01,100,600,0
420394,05,2014-04,10,500,0
420432,05,2014-05,50,350,0
420432,05,2014-05,50万元,350万元,0
420432,05,2014-05,50,350,0
420432,05,2014-05,50万元,350万元,0
420728,05,2014-12,3,100,0
423782,05,2014-10,20,200,0
423795,05,2014-12,500,5000,0
423855,27,2013-11,100,300,0
423855,05,2013-11,100,600,0
430274,05,2014-03,300,400,0
432156,05,2014-04,10,100,1
432901,05,2015-03,1,50,0
433852,05,2015-04,200,2000,0
434730,27,2013-11,3,50,0
434730,05,2013-11,3,50,0
434844,05,2014-09,3,20,1
435195,05,2014-04,50,100,0
435820,27,2014-01,10,100,0
435820,05,2014-01,10,100,0
435975,05,2015-02,10,46,0
438696,05,2014-07,50,1000,0
439283,05,2014-10,100,500,0
441194,05,2015-07,10,11,0
441194,05,2014-10,3,10,0
441710,05,2015-04,100,121.9512,1
441980,05,2014-07,200,500,0
446577,05,2013-11,100,400,0
446577,27,2013-11,100,400,0
450549,05,2015-01,50,600,0
451596,05,2015-07,10,500,0
455415,05,2015-08,10,100,0
457333,05,2015-08,180,500,0
457333,05,2015-06,108,180,0
457562,05,2015-03,10,200,0
459601,05,2014-11,200,500,0
459912,05,2014-06,50,150,0
460112,05,2014-10,100,300,0
460112,05,2015-05,300,428.57,0
460112,05,2014-10,100万元,300万元,0
460112,05,2015-05,300万元,428.57万元,0
460112,05,2014-10,100万元,300万元,0
460112,05,2015-05,300万元,428.57万元,0
460112,05,2014-10,100,300,0
460112,05,2015-05,300,428.57,0
460112,05,2014-10,100万元,300万元,0
460112,05,2015-05,300万元,428.57万元,0
460112,05,2014-10,100万元,300万元,0
460112,05,2015-05,300万元,428.57万元,0
460453,05,2014-07,50,500,0
461383,05,2015-07,10,200,0
464296,05,2014-07,50,200,0
464401,05,2014-09,50,501,0
465095,05,2015-04,1000,6008,0
465095,05,2015-04,1000万元,6008万元,0
465095,05,2015-04,1000,6008,0
465095,05,2015-04,1000万元,6008万元,0
465517,05,2014-04,10,100,0
465517,05,2014-07,100,300,0
466150,05,2014-10,10,200,0
466470,05,2015-06,5000,100,0
466995,05,2014-11,10,200,0
471683,05,2015-07,50,100,0
471683,05,2015-07,50万元,100万元,0
471683,05,2015-07,50万元,100万元,0
471683,05,2015-07,50,100,0
471683,05,2015-07,50万元,100万元,0
471683,05,2015-07,50万元,100万元,0
472564,05,2015-06,50,200,0
475355,05,2014-11,50,550,0
475384,05,2014-05,10,1000,0
475566,05,2015-01,50,100,1
477589,05,2015-04,50万元,500万元,0
478398,05,2014-10,10,200,1
478441,05,2013-09,10,100,1
478441,27,2013-09,10,100,1
480179,05,2014-03,10,500,0
480179,05,2015-03,500,2000,0
480867,05,2015-04,10,30,0
482521,05,2015-06,20,120,0
483019,05,2014-05,25.251,300,0
484131,05,2014-08,3,500,0
485362,05,2014-04,5000,8000,0
485362,05,2014-04,5000,8000,0
488952,05,2014-08,3,10,0
489385,05,2014-01,50,60,0
489385,27,2014-01,10,60,0
490024,05,2015-05,50,5000,0
490472,05,2014-02,10,500,0
490472,27,2014-02,10,500,0
492295,05,2014-10,100,1100,0
492295,05,2014-11,1100,1110,0
493065,05,2014-07,51,100,0
493107,05,2014-05,200,360,0
493187,27,2013-12,600,648.996,0
493187,05,2013-12,600,800,0
493187,05,2015-01,800,1000,0
493477,27,2013-12,50,200,0
493477,05,2013-12,50,200,0
494374,05,2014-02,10,100,1
494374,27,2014-02,10,100,1
494374,27,2014-02,10万元,100万元,1
494374,05,2014-02,10万元,100万元,1
494374,05,2014-02,10,100,1
494374,27,2014-02,10,100,1
494374,27,2014-02,10万元,100万元,1
494374,05,2014-02,10万元,100万元,1
495871,05,2014-10,50,300,1
498259,05,2013-09,3,100,0
498259,27,2013-09,3,100,0
498805,05,2015-08,100,1000,0
499209,05,2015-04,3,200,0
500822,05,2014-12,3000,1000,0
502670,05,2015-07,1616.0133,2054.4667,0
502670,05,2015-05,1559.4533,1616.0133,0
502670,05,2015-07,1616.0133万元,2054.4667万元,0
502670,05,2015-05,1559.4533万元,1616.0133万元,0
502670,05,2015-07,1616.0133,2054.4667,0
502670,05,2015-05,1559.4533,1616.0133,0
502670,05,2015-07,1616.0133万元,2054.4667万元,0
502670,05,2015-05,1559.4533万元,1616.0133万元,0
502963,05,2014-07,50,500,0
505247,05,2015-04,50,20.05,0
505251,05,2015-01,10,100,0
506531,05,2015-06,50,500,0
506584,05,2015-02,10,100,0
507767,05,2015-01,300,1000,0
507767,05,2014-05,30,300,0
508337,05,2014-08,500,2000,0
508409,05,2014-07,3,50,0
508805,05,2014-08,50,360,0
508955,05,2015-06,50,1000,0
511026,05,2014-03,50,2100,0
512266,05,2015-04,10.2,50,0
512624,05,2015-06,50,1050,0
512959,05,2015-07,800,2000,0
514055,05,2014-05,2500,3350,0
514083,05,2014-12,200,1000,0
515088,05,2014-11,200,100,0
515088,05,2014-08,100,200,0
515322,05,2015-01,10,1000,0
515333,05,2013-11,5000,3000,0
515333,27,2013-11,5000,3000,0
515442,27,2014-01,3万元,100万元,0
515442,05,2014-01,3万元,100万元,0
517330,05,2014-04,100万元,500万元,0
518813,05,2015-08,60,100,0
518813,05,2015-08,60万元,100万元,0
518813,05,2015-08,60,100,0
518813,05,2015-08,60万元,100万元,0
519733,05,2014-08,10万元,38万元,0
521666,05,2014-04,50,100,0
522129,05,2015-07,20,25.32,0
523986,05,2015-03,10,300,0
523986,05,2015-03,10万元,300万元,0
523986,05,2015-03,10,300,0
523986,05,2015-03,10万元,300万元,0
3043,05,2014-08,50,100,0
4148,05,2014-12,10,100,0
4517,05,2014-07,50万元,500万元,0
4685,05,2015-02,10,100,0
7141,05,2014-02,10,50,1
7141,27,2014-02,10,50,1
7141,05,2014-02,10万元,50万元,1
7141,27,2014-02,10万元,50万元,1
7141,05,2014-02,10,50,1
7141,27,2014-02,10,50,1
7141,05,2014-02,10万元,50万元,1
7141,27,2014-02,10万元,50万元,1
7675,05,2015-05,100,2000,0
7939,05,2014-03,10,500,0
8909,05,2015-07,10200,11161.3504,0
8909,27,2013-09,9750,10200,0
8909,05,2013-09,9750,10200,0
9380,05,2013-10,1260,3000,0
9380,27,2013-10,1260,3000,0
11169,05,2014-09,500,1000,1
18088,27,2013-10,10,50,1
19245,27,2014-01,206,1006,0
19835,05,2014-04,1050,3050,0
19835,05,2014-04,1050,3050,0
21281,05,2015-01,50,1000,0
22531,05,2015-04,10,100,1
22674,05,2014-03,10,88,0
25191,27,2014-01,1000,1250,0
25191,05,2014-03,1250,2000,0
25191,05,2014-01,1000,1250,0
25191,27,2014-01,1000万元,1250万元,0
25191,05,2014-03,1250万元,2000万元,0
25191,05,2014-01,1000万元,1250万元,0
25191,27,2014-01,1000,1250,0
25191,05,2014-03,1250,2000,0
25191,05,2014-01,1000,1250,0
25191,27,2014-01,1000万元,1250万元,0
25191,05,2014-03,1250万元,2000万元,0
25191,05,2014-01,1000万元,1250万元,0
26039,05,2015-06,1333.3333,3000,0
26039,05,2015-06,1333.3333万元,3000万元,0
26039,05,2015-06,1333.3333,3000,0
26039,05,2015-06,1333.3333万元,3000万元,0
26563,27,2013-11,300,1000,0
26563,05,2013-11,300,1000,0
28297,05,2015-08,50,200,0
31789,05,2014-07,200,1000,0
31789,27,2013-11,40,200,0
32911,05,2014-11,3,100,0
34672,05,2014-10,50,100,0
35618,05,2014-11,100,200,0
37993,05,2014-04,1000,1002,1
38270,05,2015-05,50,1000,0
40059,05,2014-12,10,500,0
40575,05,2015-06,10,300,0
41126,05,2015-04,50,300,1
42533,05,2013-10,50,200,0
42533,27,2013-10,50,200,0
43776,05,2015-07,500,632.9114,0
44123,05,2014-03,50,500,0
47135,05,2015-08,10,300,0
48411,05,2015-06,50,500,0
49300,05,2015-03,10,100,0
49919,05,2014-05,3,200,1
51339,05,2015-08,200,1000,0
52423,27,2013-09,5.8,200,1
52423,05,2013-09,5.8,200,1
52870,05,2013-09,10,100,0
52870,27,2013-09,10,100,0
57570,05,2014-08,10,100,0
58870,05,2015-04,5600,510,0
59211,05,2014-10,1000万元,500万元,1
62304,27,2013-09,20,100,0
62994,05,2015-04,50,150,0
63352,05,2015-02,10,50,0
66923,05,2015-07,50,500,1
67009,05,2014-09,200,500,1
70254,05,2014-11,50,600,0
70983,05,2015-01,105,63,0
72328,05,2014-10,380,680,0
73651,05,2015-03,1200,3000,0
73651,05,2015-06,3000,6000,0
74291,05,2014-08,100,1000,0
75569,05,2015-03,500,1500,0
76148,27,2013-12,210,1000,0
76663,05,2015-07,82,999,0
77210,05,2015-06,50,100,0
78145,05,2014-05,50,500,0
78214,05,2014-08,50万元,200万元,0
78214,05,2014-08,50万元,200万元,0
83388,05,2015-07,3,100,0
85118,05,2015-05,300,500,0
89211,05,2015-08,50,200,0
89486,05,2014-03,10,200,0
89934,05,2014-03,150,600,0
94063,05,2014-07,100,110,0
94462,05,2015-01,30,300,0
95710,05,2015-06,50,500,1
99037,05,2014-12,400万元,500万元,0
99037,05,2013-11,300万元,400万元,0
99037,27,2013-11,300万元,400万元,0
99037,27,2013-11,300万元,400万元,0
99037,05,2014-12,400万元,500万元,0
99037,05,2013-11,300万元,400万元,0
99763,05,2015-03,100,500,0
101829,05,2014-07,50,1000,1
105011,05,2015-06,30万元,1000万元,0
105011,05,2015-06,30万元,1000万元,0
105652,27,2014-02,50,80,1
105652,05,2014-02,50,80,1
106532,05,2014-04,200,1000,1
106552,05,2014-04,100,500,0
108005,05,2014-01,500,1000,0
108005,05,2013-12,50,500,0
108005,27,2014-01,500,1000,0
108005,27,2013-12,50,500,0
108059,05,2014-03,6500,10000,0
108070,05,2015-01,50,100,0
108272,05,2014-10,50,100,0
108596,05,2014-12,10,500,1
109495,05,2015-01,50,300,1
110576,05,2015-07,50,5000,1
110576,05,2015-07,50万元,5000万元,1
110576,05,2015-07,50,5000,1
110576,05,2015-07,50万元,5000万元,1
110864,05,2014-09,100,310,0
111180,05,2013-12,10000,2510,0
111180,05,2014-07,2510,10000,0
111180,05,2014-07,2510万元,10000万元,0
111180,05,2013-12,10000万元,2510万元,0
111180,05,2013-12,10000,2510,0
111180,05,2014-07,2510,10000,0
111180,05,2014-07,2510万元,10000万元,0
111180,05,2013-12,10000万元,2510万元,0
111250,05,2014-08,550,1000,0
111250,05,2013-12,100,550,0
111250,27,2013-12,100,550,0
111758,05,2014-06,106,506,0
112139,05,2015-05,100,500,0
112615,27,2013-11,100,500,0
112615,05,2014-09,500,1000,0
112615,05,2015-08,1000,500,0
112615,05,2013-11,100,500,0
112615,05,2013-11,100万元,500万元,0
112615,05,2015-08,1000万元,500万元,0
112615,27,2013-11,100万元,500万元,0
112615,05,2014-09,500万元,1000万元,0
112615,27,2013-11,100,500,0
112615,05,2014-09,500,1000,0
112615,05,2015-08,1000,500,0
112615,05,2013-11,100,500,0
112615,05,2013-11,100万元,500万元,0
112615,05,2015-08,1000万元,500万元,0
112615,27,2013-11,100万元,500万元,0
112615,05,2014-09,500万元,1000万元,0
112890,05,2015-05,200,500,0
114522,05,2014-08,3,100,0
116518,05,2015-07,100,200,0
118732,05,2014-09,500,1000,0
120555,05,2015-07,10,300,0
121884,05,2014-07,20,100,1
122151,05,2015-05,200,500,1
122535,27,2013-11,50,150,0
122535,05,2013-11,50,150,0
123159,05,2014-05,50,100,0
124038,27,2013-12,1000,1440.28,0
124038,05,2015-05,1440.28,1632.98,0
124038,05,2013-12,1000,1440.28,0
124038,27,2013-12,1000,1440.28,0
124038,05,2015-05,1440.28,1632.98,0
124038,05,2013-12,1000,1440.28,0
125685,27,2013-12,200,1000,0
127383,05,2015-06,100,500,0
127972,05,2015-06,60,200,1
128089,05,2015-05,10,300,0
128663,05,2014-03,200,2000,1
129937,05,2015-01,10,30,0
132002,05,2014-03,50,800,0
132573,05,2013-11,1000,5000,0
132573,27,2013-11,1000,5000,0
133920,05,2015-04,30,500,0
133920,05,2015-04,30,500,0
136015,05,2014-04,50,600,0
137210,05,2014-12,200,526.75,0
137466,05,2014-08,30000,100000,0
137466,05,2014-01,15000,30000,0
137466,27,2014-01,15000,30000,0
139056,05,2015-07,100,500,0
140371,05,2014-07,50,508,0
140371,05,2014-07,50,508,0
140839,05,2014-09,10,50,1
141186,05,2015-06,10,100,0
142059,27,2013-11,30,100,0
142073,05,2014-10,10,500,1
142073,05,2014-10,10万元,500万元,1
142073,05,2014-10,10,500,1
142073,05,2014-10,10万元,500万元,1
143593,05,2015-04,5000万元,7000万元,0
145063,05,2015-01,500,100,0
145323,05,2015-08,300,2000,0
145496,27,2014-02,500万元,2508万元,1
145496,05,2014-02,500万元,2508万元,1
145496,27,2014-02,500万元,2508万元,1
145496,05,2014-02,500万元,2508万元,1
146147,05,2015-01,20,100,0
147226,05,2014-04,200,500,0
147449,05,2014-08,5,10,0
148462,27,2014-01,5000,7000,0
148462,05,2014-01,5000,7000,0
151495,05,2014-05,2200,3200,0
151886,05,2015-08,2000,10000,0
151900,05,2015-04,10,1008,0
154578,05,2014-04,5,100,0
154868,05,2015-04,1000,10000,0
156829,05,2014-12,50,700,0
157090,05,2015-06,50,1000,0
157090,05,2015-06,50万元,1000万元,0
157090,05,2015-06,50,1000,0
157090,05,2015-06,50万元,1000万元,0
158228,05,2015-06,10,100,1
160833,05,2015-07,100,4000,1
160833,05,2015-07,100万元,4000万元,1
160833,05,2015-07,100,4000,1
160833,05,2015-07,100万元,4000万元,1
161525,05,2015-07,50,100,0
161525,05,2015-07,50万元,100万元,0
161525,05,2015-07,50,100,0
161525,05,2015-07,50万元,100万元,0
163650,05,2015-03,800,2000,0
163986,05,2015-05,3,100,0
164419,05,2015-06,10,3000,0
166182,05,2014-05,10,100,0
168874,05,2014-11,100,500,0
169949,05,2015-06,200,500,1
170721,05,2014-06,10,500,0
170734,05,2014-12,50,500,0
171033,27,2013-12,50,200,1
171033,05,2013-12,50,200,1
172035,05,2014-07,10,55,0
172388,27,2013-10,15,50,0
172980,05,2014-03,10,50,0
174834,05,2014-06,10,50,1
175721,05,2013-12,3,100,0
175721,27,2013-12,3,100,0
176525,05,2014-07,10,100,0
176619,05,2014-10,100,200,0
176619,05,2014-04,10,100,0
177410,05,2014-11,100,1000,0
177470,05,2014-11,10,1310,0
179168,05,2014-05,100,500,0
181757,05,2015-07,50,200,0
182380,05,2015-01,1000,100,0
182590,05,2015-08,50,100,0
185016,27,2013-10,3,50,0
185016,05,2013-10,3,50,0
185225,05,2014-07,50,500,0
187911,27,2013-11,200,1000,0
187911,05,2013-11,200,1000,0
188345,05,2014-03,50,200,0
188345,05,2014-03,50,200,0
189345,05,2015-06,10,500,0
189443,27,2014-01,200万元,1000万元,0
189817,05,2014-08,50,100,1
190155,05,2014-12,500,600,0
190415,05,2015-05,10,100,0
191439,05,2014-07,1600,2105,0
191439,27,2013-11,1280,1458,0
191439,05,2015-06,2193,2843,0
191439,05,2014-06,1458,1600,0
191439,05,2015-03,2105,2193,0
191439,05,2013-11,1280,1458,0
192653,05,2014-05,10000,80000,0
193301,05,2014-06,500,1000,0
193301,27,2014-02,430,500,0
196019,05,2015-04,110,5000,0
196019,05,2015-04,110万元,5000万元,0
196019,05,2015-04,110,5000,0
196019,05,2015-04,110万元,5000万元,0
196522,05,2013-09,200,1200,0
196522,27,2013-09,200,1200,0
197375,27,2013-11,3,100,0
197375,05,2013-11,3,100,0
197595,05,2015-03,50,100,0
199846,05,2014-08,50,42.5,0
200110,05,2014-04,50,200,0
200271,05,2015-03,10,100,0
201852,27,2013-11,3,50,0
201852,05,2013-11,3,50,0
204410,05,2015-03,100,1000,0
204833,27,2013-12,50,100,0
204833,05,2013-12,50,100,0
205099,05,2014-09,10,100,0
206767,05,2015-05,53280,106560,0
207545,05,2015-07,1000,5349,0
208090,27,2013-12,50,200,0
208090,05,2013-12,50,200,0
209340,27,2013-11,50,100,1
209340,05,2013-11,50,100,1
211376,27,2014-02,10,50,0
212325,05,2015-04,500,1000,0
212325,05,2014-12,400,500,0
213985,05,2014-07,50万元,1000万元,0
214549,27,2013-11,10,100,0
214549,05,2013-11,10,100,0
214888,05,2014-05,100,170,0
216562,05,2015-02,50,500,0
218525,05,2014-08,30,100,0
218617,05,2015-08,200,2000,0
220438,05,2015-03,300,500,0
220438,05,2014-04,100,300,0
220657,05,2015-01,300,2000,0
221934,05,2014-06,50,220,0
225009,05,2015-02,108,1000,1
225071,05,2014-10,10,100,0
228503,27,2013-12,3000,7200,0
228503,05,2013-12,3000,7200,0
228584,27,2013-12,30,100,0
228584,05,2013-12,30,100,0
229235,05,2014-05,10,2018,0
229901,05,2014-06,50,1000,0
230912,27,2013-11,3,200,0
230912,05,2013-11,3,200,0
232189,05,2015-04,500,1000,0
232189,05,2014-07,100,500,0
232907,05,2014-07,200,1000,0
233265,05,2015-03,100,600,0
234304,05,2014-06,100,700,0
234366,05,2014-05,3,403,1
234526,05,2015-07,100,300,1
238910,05,2014-06,3,100,0
238968,05,2014-12,100,500,1
239755,27,2014-09,10,505,0
239755,05,2014-09,10,505,0
245910,05,2014-03,5000,2452.662342,0
247192,27,2013-09,10,100,0
247192,05,2013-09,10,100,0
248897,05,2014-03,1000万元,5000万元,0
248897,05,2014-01,200万元,1000万元,0
248897,27,2014-01,200万元,400万元,0
248897,27,2014-01,200万元,400万元,0
248897,05,2014-03,1000万元,5000万元,0
248897,05,2014-01,200万元,1000万元,0
250262,05,2014-11,100,500,0
253927,05,2015-06,10,100,0
253954,05,2014-06,10,100,0
256057,05,2015-06,10,200,0
256489,05,2014-07,30,100,0
257456,05,2015-05,100,500,0
258089,27,2013-09,10,110,0
258089,05,2013-09,10,110,0
258377,05,2014-04,10,100,0
258623,05,2014-05,1000,1001,0
258623,05,2014-05,1000万元,1001万元,0
258623,05,2014-05,1000,1001,0
258623,05,2014-05,1000万元,1001万元,0
259343,05,2013-10,400,160.803426,1
261150,05,2015-02,1732,2172,0
261196,05,2015-03,100,518,0
263900,05,2015-01,100,1000,1
264920,05,2015-08,30,100,0
267307,05,2014-11,10,100,0
268548,05,2015-07,10,100,0
269808,05,2014-12,20,270,0
270146,05,2014-05,50,100,0
271232,05,2015-07,100,500,0
276972,05,2014-07,50,80,0
278090,27,2013-12,63000,64000,0
278090,05,2015-02,64000,67000,0
278090,05,2013-12,63000,64000,0
278216,05,2015-08,272449,314069,0
278534,05,2014-05,300,500,0
278534,05,2014-05,300万元,500万元,0
278534,05,2014-05,300,500,0
278534,05,2014-05,300万元,500万元,0
281188,05,2015-08,1000,5000,0
281244,05,2014-08,200,1000,0
281244,05,2015-01,1000,3000,0
281244,05,2014-02,50,200,0
281244,27,2014-02,50,200,0
282392,05,2014-07,50,1000,0
284510,05,2014-12,3,100,0
285508,05,2014-01,10,50,0
285508,27,2014-01,10,50,0
288391,05,2014-01,10,108,1
288391,27,2014-01,10,108,1
290657,05,2015-04,50,100,1
292248,27,2013-11,10,20,0
292248,05,2013-11,10,20,0
294232,05,2015-05,10,300,0
296109,05,2014-04,200,500,0
298499,05,2014-04,0,2,0
299209,05,2015-05,50,100,0
299999,05,2014-07,10,100,0
301745,05,2015-02,150,5000,1
303495,05,2015-04,3,500,1
304729,27,2013-12,20,100,0
305620,05,2015-08,100,10120.56,0
306925,05,2015-08,808,4346,0
306971,05,2014-09,50,150,1
307122,05,2015-01,3,100,0
307122,05,2015-05,100,500,0
308315,05,2014-12,30,500,0
309085,27,2013-09,20,100,0
310495,05,2015-03,500,1000,0
314075,05,2014-11,100,1000,0
314281,05,2015-01,10,100,0
315784,27,2013-12,200,1000,0
316018,05,2015-07,100,118,0
316461,05,2014-08,20,500,0
316677,05,2014-04,50,100,0
318104,05,2013-11,100,200,1
318104,27,2013-11,100,200,1
318467,05,2014-09,100,500,0
318982,05,2014-06,200,1000,0
319072,05,2015-03,10,100,0
320210,05,2015-01,200,500,0
320798,05,2015-07,10,3000,0
321050,05,2015-04,50,500,0
