EID,TYPECODE,LAWDATE,LAWAMOUNT,TARGET
171179,104913717,2015-07-01,13200,0
171179,108908862,2015-07-01,13700,0
171179,101090506,2015-05-01,14100,0
171179,105242088,2015-05-01,15400,0
171179,108889094,2015-06-01,16800,0
171179,101090488,2015-05-01,15400,0
171179,105606017,2015-08-01,17200,0
171179,101090511,2015-05-01,14700,0
171179,108889085,2015-06-01,7800,0
171179,101090480,2015-05-01,6200,0
171179,106072970,2015-08-01,13600,0
171179,101817896,2015-05-01,13800,0
171179,104600039,2015-07-01,16700,0
171179,104981612,2015-07-01,9300,0
171179,104600034,2015-07-01,17300,0
171179,103043389,2015-05-01,14800,0
171179,101090515,2015-05-01,14800,0
171179,101090504,2015-05-01,16500,0
171179,105267057,2015-07-01,15100,0
171179,101090490,2015-05-01,5700,0
171179,104196504,2015-07-01,14500,0
171179,108889077,2015-06-01,14500,0
171179,108908715,2015-07-01,8300,0
171179,105267083,2015-07-01,6000,0
171179,101090486,2015-05-01,17300,0
171179,100499429,2015-04-01,10300,0
171179,104600014,2015-07-01,13700,0
171179,104600029,2015-07-01,5100,0
171179,101817874,2015-05-01,16100,0
171179,99587227,2015-04-01,15700,0
171179,99914105,2015-04-01,14000,0
171179,99587225,2015-04-01,15100,0
171179,105606021,2015-08-01,15200,0
171179,102071373,2015-05-01,8400,0
171179,102071376,2015-05-01,15200,0
171179,102071378,2015-05-01,16700,0
171179,102071343,2015-05-01,15300,0
171179,105242351,2015-06-01,16300,0
171179,105242362,2015-06-01,15600,0
171179,105242185,2015-05-01,15200,0
171179,105242339,2015-06-01,10000,0
171179,108954313,2015-06-01,14500,0
171179,108954367,2015-06-01,10000,0
171179,108954375,2015-06-01,16300,0
171179,108954383,2015-06-01,15600,0
171179,108954396,2015-07-01,14200,0
171179,106055352,2015-07-01,15600,0
171179,106055232,2015-07-01,11000,0
171179,105084064,2015-06-01,17600,0
171179,106055275,2015-07-01,15400,0
171179,106055333,2015-07-01,5800,0
171179,106055548,2015-07-01,9300,0
171179,106055497,2015-07-01,6400,0
171179,106712723,2015-08-01,14800,0
171179,106925888,2015-08-01,19000,0
171179,108954221,2015-05-01,3600,0
171179,108954400,2015-07-01,14700,0
171179,106058939,2015-07-01,13300,0
171179,106058943,2015-07-01,14000,0
171179,106065959,2015-07-01,16000,0
171179,106065952,2015-07-01,16600,0
171179,106059293,2015-07-01,15000,0
171179,106059345,2015-07-01,15400,0
171179,106066010,2015-07-01,6000,0
171179,106066018,2015-07-01,13700,0
171179,106066032,2015-07-01,5100,0
171179,106066045,2015-08-01,6200,0
171179,102503739,2015-05-01,7400,0
176328,106711468,2015-08-01,217900,0
176328,108839644,2015-08-01,217900,0
189878,9310178,2015-07-01,185600,0
189878,104195705,2015-07-01,185600,0
189878,108912111,2015-07-01,185600,0
191359,75020880,2013-12-01,44900,0
191359,81304897,2013-12-01,44900,0
192165,85055202,2014-06-01,6800,0
192165,60547303,2013-01-01,152600,0
203964,75005264,2014-01-01,23800,1
203964,81335554,2014-01-01,23800,1
205568,73338614,2013-07-01,254000,0
221934,76427431,2014-01-01,107100,0
221934,80302449,2014-01-01,107100,0
224340,72986404,2014-01-01,95300,0
224528,110590884,2014-04-01,7209000,0
224528,79316278,2014-04-01,7209000,0
228899,62167039,2013-05-01,30000,0
228899,67928856,2013-07-01,60000,0
234366,106297296,2015-08-01,13700,1
240399,97804392,2014-04-01,159600,0
240399,80135046,2014-04-01,159600,0
240399,91833345,2014-04-01,159600,0
244100,67786493,2013-08-01,200000,0
244100,67786488,2013-08-01,300000,0
244100,81339844,2014-01-01,100000,0
244100,67786490,2013-08-01,200000,0
244100,75011864,2014-01-01,100000,0
250755,99075863,2015-03-01,89500,0
250755,67783580,2013-09-01,3300,0
251994,99037377,2014-12-01,8000,0
257108,75009351,2014-01-01,7000,0
257108,75009345,2014-01-01,23000,0
257108,75009349,2014-01-01,16000,0
257108,76453769,2013-12-01,20000,0
257108,75009347,2014-01-01,19000,0
259343,99912656,2015-04-01,49800,1
259343,93813930,2014-12-01,100000,1
259343,101049186,2015-02-01,32000,1
259343,93535754,2014-12-01,32400,1
259343,98099040,2015-02-01,32000,1
268453,41967340,2012-09-01,4300,0
272511,112488249,2015-08-01,169000,0
272511,111917535,2015-08-01,169000,0
272511,106926520,2015-08-01,169000,0
276287,99270344,2015-03-01,73200,0
277736,67776280,2013-08-01,98300,0
282252,108984868,2015-02-01,129400,0
282252,99044908,2015-02-01,129400,0
289910,93537338,2014-12-01,10000,0
289910,93537342,2014-12-01,7000,0
289910,93537340,2014-12-01,7000,0
289910,102503319,2014-12-01,7000,0
289910,102503317,2014-12-01,7000,0
289910,102503315,2014-12-01,10000,0
292572,42296499,2012-09-01,17000,0
292572,99693252,2015-04-01,15400,0
295300,101355675,2015-05-01,15800,0
295300,103041713,2015-05-01,15800,0
302122,93540631,2014-12-01,45300,0
302122,92553309,2014-11-01,19000,0
304125,110667402,2015-08-01,43100,0
304125,105609326,2015-08-01,43100,0
308348,62143577,2013-06-01,731300,1
308348,92773295,2014-07-01,150000,1
308348,83479666,2014-07-01,150000,1
310757,106063314,2015-06-01,23900,1
310757,108912845,2015-06-01,23900,1
312082,41752942,2012-09-01,29200,0
316441,61265342,2013-04-01,105500,0
316441,61231737,2013-04-01,135400,0
327414,44389744,2012-11-01,10900,0
340065,105320693,2015-07-01,35000,0
342100,42237979,2012-09-01,4500,0
342100,42303616,2012-09-01,4400,0
342100,42303990,2012-09-01,5700,0
342100,42303814,2012-09-01,3600,0
344002,92906498,2014-11-01,128000,0
344108,96111157,2014-11-01,2994000,0
344108,67992833,2013-11-01,1043300,0
351407,109144034,2015-08-01,128000,0
351407,105738376,2015-08-01,60700,0
351407,106060092,2015-08-01,43400,0
351407,105738373,2015-08-01,28900,0
351407,100644968,2015-04-01,150000,0
351407,109143739,2015-08-01,60700,0
351407,99618316,2015-04-01,20000,0
351407,100644971,2015-04-01,47500,0
351407,101737334,2015-04-01,47500,0
351407,109143931,2015-08-01,43400,0
351407,108704933,2015-08-01,28900,0
351407,106297782,2015-08-01,128000,0
351407,106517644,2015-08-01,100600,0
351530,69782388,2013-06-01,45720000,0
351530,76452018,2014-02-01,21915300,0
351530,108919563,2015-05-01,21915300,0
351530,101818275,2015-05-01,21915300,0
353497,92773452,2014-07-01,16000,1
353497,83479739,2014-07-01,10500,1
353497,85061712,2014-07-01,6000,1
353497,100385262,2015-04-01,8500,1
353497,107504576,2015-04-01,8500,1
353497,93694888,2014-12-01,40600,1
353497,100468334,2015-04-01,6900,1
353497,100643806,2015-04-01,11400,1
353497,100643801,2015-04-01,10800,1
353497,96508495,2014-12-01,16200,1
353497,92773449,2014-07-01,6000,1
353497,99035484,2015-01-01,23200,1
353497,99035064,2014-12-01,20600,1
353497,99035107,2014-12-01,16200,1
353497,85061715,2014-07-01,16000,1
356969,100469552,2015-04-01,2200000,0
357643,99619695,2015-04-01,2300,0
362736,100467775,2015-04-01,62100,1
362736,108950170,2015-04-01,62100,1
366844,72989748,2014-01-01,22700,0
377455,102504230,2015-06-01,0,0
377945,62095813,2013-03-01,4500,0
382746,112367206,2015-08-01,33400,0
385253,76438888,2014-03-01,236400,0
385253,85050538,2014-03-01,236400,0
388948,97988568,2015-01-01,5500,0
388948,106298490,2015-08-01,7006800,0
388948,106711704,2015-08-01,542200,0
388948,108863375,2015-08-01,7100,0
388948,108952191,2015-08-01,7006800,0
388948,110602295,2015-08-01,23000000,0
388948,96525122,2015-01-01,7400,0
388948,106711723,2015-08-01,8000000,0
388948,106711716,2015-08-01,10000000,0
388948,97988563,2015-01-01,27800,0
388948,96525114,2015-01-01,4500,0
388948,106065669,2015-08-01,23000000,0
388948,97988548,2015-01-01,4500,0
388948,108841634,2015-08-01,8000000,0
388948,105253130,2015-08-01,7100,0
388948,96525116,2015-01-01,16300,0
388948,101483732,2015-05-01,8130000,0
388948,97988559,2015-01-01,27700,0
388948,92783470,2014-12-01,10700,0
388948,97988571,2015-01-01,4500,0
388948,105253091,2015-08-01,3200,0
388948,108841601,2015-08-01,542200,0
388948,108841618,2015-08-01,10000000,0
401723,93695232,2014-12-01,14000,1
404440,108987686,2015-01-01,559900,0
404440,67909789,2013-06-01,0,0
404440,91896737,2014-10-01,600,0
404440,97793136,2014-10-01,600,0
405964,69107942,2013-10-01,34300,0
408645,85043917,2014-03-01,20400,1
408645,85043915,2014-03-01,19700,1
408645,79273734,2014-03-01,26000,1
408645,91756229,2014-03-01,26000,1
408645,97807847,2014-03-01,20400,1
408645,85043905,2014-03-01,44300,1
408645,85043911,2014-03-01,30200,1
408645,97807850,2014-03-01,19700,1
408645,85043919,2014-03-01,18800,1
409508,101305442,2015-05-01,25600,0
414652,97803825,2014-01-01,383500,0
414652,75059193,2014-01-01,383500,0
414652,85042903,2014-01-01,383500,0
418774,11518357,2015-01-01,1310000,0
418774,75019762,2013-12-01,68700,0
418774,96515472,2015-01-01,1310000,0
434047,93815818,2014-12-01,48200,1
434302,41836022,2012-09-01,27300,0
442634,76438448,2014-02-01,36700,0
444786,93536119,2014-12-01,102000,0
445564,60780549,2013-03-01,2000,0
464125,91710646,2014-07-01,440400,0
464125,87368812,2014-07-01,440400,0
465370,104981269,2015-07-01,45000,0
465370,101092628,2015-05-01,27700,0
465370,105312944,2015-07-01,45000,0
468607,67690956,2013-07-01,0,0
468607,67690938,2013-07-01,0,0
473446,81437729,2014-06-01,36900,0
476587,97808862,2014-10-01,121000,1
476587,87814083,2014-09-01,559200,1
480307,41997821,2012-09-01,39200,0
482054,88347881,2013-12-01,7100,1
482054,79942149,2013-12-01,7100,1
482054,72994462,2013-12-01,7100,1
482054,91746080,2013-12-01,7100,1
482798,110602105,2015-08-01,4000,0
482798,105251242,2015-08-01,4000,0
484968,75060550,2014-02-01,73000,0
484968,81308124,2014-02-01,73000,0
492308,43472228,2012-10-01,1500000,0
492308,61039825,2013-03-01,200,0
497919,80295373,2013-11-01,107600,0
498826,91875746,2014-06-01,466800,0
498826,101486824,2015-05-01,553200,0
509444,113260115,2014-08-01,2375600,0
520809,85066774,2014-08-01,703900,1
520809,97789150,2014-08-01,703900,1
480,61886900,2013-05-01,4000,0
480,61844612,2013-05-01,4800,0
3702,97998660,2015-01-01,107200,0
6720,60091746,2012-12-01,15000,0
17709,85062440,2014-07-01,896500,0
17709,93758562,2014-07-01,896500,0
39084,60455639,2013-01-01,127900,0
41775,73324266,2013-06-01,9400,0
41775,73324270,2013-06-01,8700,0
44677,61423321,2013-04-01,30000,0
51181,100468336,2015-04-01,7300,0
53205,83558886,2014-04-01,287000,0
53205,85046531,2014-07-01,4100,0
53693,81386770,2014-05-01,16500,1
53693,75071708,2014-02-01,26600,1
53693,62140148,2013-06-01,6400,1
53693,76428402,2014-02-01,13300,1
53693,75003802,2013-12-01,12300,1
53693,80123025,2014-04-01,25000,1
53693,75001918,2014-01-01,20000,1
53693,75003246,2013-12-01,25700,1
53693,91738663,2014-06-01,30900,1
53693,97774157,2014-03-01,66300,1
53693,97817463,2014-08-01,81700,1
53693,108758463,2015-03-01,31300,1
53693,83558283,2014-02-01,13300,1
53693,100543257,2015-04-01,21500,1
53693,81389533,2014-05-01,56400,1
53693,106227047,2015-08-01,0,1
53693,87813243,2014-09-01,5400,1
53693,83569169,2013-12-01,12300,1
53693,91742198,2014-04-01,15600,1
53693,62182593,2013-05-01,3700,1
53693,81437382,2014-06-01,30900,1
53693,75000027,2014-01-01,11100,1
53693,79286409,2014-03-01,66300,1
53693,91876013,2014-09-01,5400,1
53693,92717120,2014-05-01,56400,1
53693,83519304,2014-06-01,27800,1
53693,91726701,2014-04-01,58800,1
53693,81335293,2014-01-01,20000,1
53693,81335795,2014-02-01,26600,1
53693,79324874,2014-04-01,15600,1
53693,81327376,2014-03-01,4500,1
53693,93760732,2014-04-01,25000,1
53693,81327374,2014-03-01,19100,1
53693,92543020,2013-12-01,25700,1
53693,111864765,2015-01-01,15800,1
53693,81337552,2014-05-01,46100,1
53693,92773043,2014-11-01,27600,1
53693,91740104,2014-09-01,3700,1
53693,79934805,2013-12-01,25700,1
53693,99094476,2015-03-01,31300,1
53693,80296467,2013-12-01,21800,1
53693,80297592,2013-12-01,9200,1
53693,97807894,2014-03-01,24100,1
53693,75020898,2013-12-01,9200,1
53693,87768189,2014-09-01,3700,1
53693,81381200,2014-05-01,6600,1
53693,91727626,2014-08-01,81700,1
53693,87374885,2014-04-01,58800,1
53693,111546095,2015-01-01,15800,1
53693,87375841,2014-08-01,81700,1
53693,85043927,2014-03-01,24100,1
53693,108750452,2015-08-01,0,1
53693,83513242,2014-06-01,28500,1
53693,100468845,2015-04-01,38300,1
53693,79310553,2014-04-01,41600,1
61990,9309657,2015-03-01,13305000,0
61990,99076162,2015-03-01,260500,0
61990,112177593,2015-05-01,3500000,0
61990,106054348,2015-08-01,32000000,0
61990,104415344,2015-07-01,1050000,0
61990,102988859,2015-05-01,98000,0
61990,112397453,2015-05-01,3500000,0
61990,108895505,2015-08-01,32000000,0
61990,101089991,2015-05-01,3500000,0
61990,101173352,2015-05-01,2013400,0
61990,98626266,2015-03-01,13305000,0
61990,106711475,2015-08-01,678400,0
61990,81120652,2014-06-01,3500000,0
61990,110603493,2015-07-01,1050000,0
61990,112553578,2015-05-01,2013400,0
61990,105264025,2015-07-01,1050000,0
61990,101889052,2015-05-01,98000,0
61990,108839669,2015-08-01,678400,0
75007,103424554,2015-06-01,3098600,0
75007,91681529,2014-04-01,10362900,0
82466,109639014,2015-08-01,4400,0
82466,105606623,2015-08-01,4400,0
87997,109143979,2015-08-01,10600,0
87997,106924268,2015-08-01,10600,0
90518,67915128,2013-06-01,54000,0
95479,101649821,2015-05-01,12000000,0
95479,105299201,2015-05-01,12000000,0
95479,107739245,2015-05-01,12000000,0
95479,105940745,2015-05-01,12000000,0
95530,106526451,2015-08-01,48600,0
95530,92773575,2014-08-01,400000,0
95530,101303838,2015-04-01,60000,0
95530,62122696,2013-05-01,4500000,0
95530,92773652,2014-08-01,150000,0
95530,91900585,2014-11-01,11900,0
95530,101303164,2015-05-01,991100,0
95530,112189085,2015-05-01,991100,0
95530,104599839,2015-07-01,196800,0
95530,91759913,2014-05-01,65000,0
95530,85552530,2014-08-01,150000,0
95530,97933685,2014-12-01,800000,0
95530,80131337,2014-05-01,65000,0
95530,99618724,2015-04-01,60000,0
95530,85073616,2014-08-01,400000,0
99762,112410385,2015-01-01,591588900,0
108942,75056985,2014-01-01,238790000,0
108942,91892866,2014-01-01,238790000,0
108942,80286593,2014-01-01,238790000,0
113809,103020260,2015-06-01,138600,0
113809,104279935,2015-07-01,545800,0
113809,105732025,2015-08-01,100000,0
113809,102500765,2015-06-01,138600,0
113809,97998834,2015-01-01,3000,0
113809,97998816,2015-01-01,3000,0
113809,97998819,2015-01-01,3000,0
114696,108832872,2015-01-01,466600,1
115642,43354991,2012-11-01,28400,0
121754,75011458,2014-01-01,12000,1
121754,93699911,2014-12-01,12200,1
121754,101231272,2015-05-01,3400,1
121754,92411641,2014-09-01,6700,1
121754,96524365,2015-01-01,15300,1
121754,85070402,2014-08-01,4600,1
121754,92411603,2014-09-01,10400,1
121754,91742034,2014-09-01,18000,1
121754,101889131,2015-05-01,1600,1
121754,101231269,2015-05-01,4500,1
121754,96520933,2015-01-01,1200,1
121754,103195710,2014-12-01,200000,1
121754,92411605,2014-09-01,7900,1
121754,101231274,2015-05-01,19200,1
122824,98153395,2014-09-01,153900,0
127398,79626843,2014-03-01,1094000,0
127398,76431616,2014-03-01,1094000,0
127440,81322209,2014-04-01,326300,0
132943,42180630,2012-09-01,6000,1
132943,60631614,2013-02-01,1177500,1
132943,76458877,2014-03-01,1177500,1
133278,73394018,2013-06-01,313300,1
134452,67667853,2013-07-01,10900,0
136668,105250878,2015-08-01,230100,1
136668,91738827,2014-09-01,126500,1
140430,62214196,2013-01-01,10000,0
140430,62214350,2013-01-01,170500,0
141591,85276063,2014-08-01,19700,0
141591,91666138,2014-08-01,19700,0
152413,61023773,2013-02-01,10000,0
152413,61023555,2013-02-01,14300,0
152413,61023319,2013-02-01,25000,0
152413,61022849,2013-02-01,18000,0
152413,61087603,2013-02-01,21400,0
152413,61023105,2013-02-01,15000,0
152736,83507317,2013-12-01,30800,0
152736,72875785,2013-12-01,30800,0
157773,99074757,2015-03-01,384900,0
157773,108952166,2015-07-01,111100,0
157773,104414550,2015-07-01,111100,0
162990,75066224,2014-01-01,5500,0
168587,99589261,2015-04-01,167000,1
168587,73384163,2013-07-01,3183000,1
173611,61721401,2013-05-01,56900,0
173814,109018163,2015-02-01,500000,0
175669,108812935,2015-03-01,9200,1
175669,98059904,2015-03-01,9200,1
175669,107510977,2015-03-01,9200,1
175669,98059908,2015-03-01,9200,1
177865,97924540,2015-03-01,1800,0
178227,67913131,2013-06-01,84300,0
187538,99914086,2015-04-01,500000,0
187538,107513365,2015-04-01,500000,0
190235,98060021,2015-03-01,29300,0
190235,101303454,2015-03-01,29300,0
190259,106926281,2015-08-01,52900,0
190259,79571368,2014-01-01,0,0
190259,97981741,2014-12-01,296400,0
190259,101305020,2014-12-01,296400,0
190259,108866725,2015-08-01,52900,0
190259,75005668,2014-01-01,0,0
190453,103425176,2015-06-01,2000000,0
190453,108882499,2015-08-01,2143900,0
190453,105252995,2015-08-01,2143900,0
191420,94873262,2014-12-01,240000,1
195664,108906297,2015-06-01,0,0
196810,76450704,2014-03-01,69100,0
197250,68743270,2013-08-01,81000,1
197250,97770393,2013-08-01,81000,1
197250,61272699,2013-02-01,71000,1
198034,105246975,2015-06-01,19700,0
216479,101118174,2015-05-01,814300,1
220536,42897675,2012-10-01,96100,0
226438,99087487,2015-03-01,230000,0
229119,61233391,2013-03-01,8500,0
229119,43380470,2012-10-01,98400,0
229119,108915195,2015-05-01,16800,0
229119,101117862,2015-05-01,16800,0
230838,87410156,2014-06-01,2644500,0
230838,87815319,2014-09-01,825700,0
230838,61429985,2013-04-01,0,0
230838,96624548,2015-02-01,368000,0
230838,82288457,2014-07-01,3063600,0
230838,105948011,2015-01-01,210100,0
230838,98086357,2015-03-01,1261600,0
230838,91744252,2014-09-01,825700,0
230838,77762719,2014-04-01,355400,0
230838,95860421,2015-01-01,210100,0
230838,82195809,2014-07-01,2630000,0
230838,85469616,2014-05-01,1500000,0
230838,60584099,2013-01-01,6700,0
230838,91747656,2014-10-01,145000,0
230838,60247227,2012-12-01,707100,0
230838,61727741,2013-05-01,71200,0
230838,104391153,2015-01-01,210100,0
230838,80541927,2014-04-01,88000,0
230838,121990749,2015-07-01,8100000,0
238106,42398074,2012-09-01,500,0
238687,73323789,2013-08-01,357600,0
239784,88334825,2014-04-01,681900,0
239784,81307334,2014-02-01,70900,0
239784,81317760,2014-02-01,65300,0
239784,87813097,2014-04-01,681900,0
239784,98527691,2015-03-01,2435200,0
239784,91739959,2014-04-01,681900,0
239784,61829123,2013-03-01,1090100,0
239784,81307344,2014-02-01,59100,0
246277,101822057,2015-05-01,327900,0
246277,110521855,2015-05-01,327900,0
251782,61106174,2013-03-01,15000,0
252399,97981408,2014-12-01,411200,1
255722,75025660,2013-12-01,248000,0
256102,108912125,2015-07-01,24900,0
256216,105454621,2015-06-01,234700,0
261833,104248479,2015-07-01,328300,0
272608,85056187,2014-07-01,30000,0
279961,62089721,2013-06-01,3904300,0
281821,42595845,2012-10-01,19800,0
288409,106063133,2015-08-01,228200,0
288409,112419682,2015-08-01,228200,0
292143,73341918,2013-08-01,43500,0
292143,60506739,2013-01-01,43500,0
294600,85042636,2013-08-01,1500,0
294600,68741920,2013-08-01,1500,0
294600,97802842,2013-08-01,1500,0
298189,75076169,2014-01-01,8000,1
298189,72849441,2013-12-01,8000,1
306525,91817780,2014-08-01,97000,0
306525,85076652,2014-08-01,97000,0
306525,96502898,2015-01-01,53200,0
311263,91691451,2014-09-01,188800,0
311263,86798640,2014-09-01,188800,0
311567,67923234,2013-07-01,14600,0
320458,110360501,2013-06-01,8500000,0
320458,61210815,2013-03-01,5000000,0
320458,62396053,2013-06-01,8500000,0
324005,85049147,2014-07-01,20200,1
324005,97796288,2014-07-01,20200,1
324005,91828697,2014-07-01,20200,1
335119,101686885,2015-01-01,51700,0
335119,112012516,2014-12-01,2450600,0
335119,104018570,2015-07-01,33000,0
335119,104018558,2015-07-01,49000,0
335119,104018552,2015-07-01,30500,0
335119,104018561,2015-07-01,6800,0
335119,104018545,2015-07-01,47200,0
335119,104018567,2015-07-01,33800,0
335119,85140885,2013-12-01,125500,0
335119,104018564,2015-07-01,32100,0
335119,104018555,2015-07-01,33800,0
335119,104018548,2015-07-01,47000,0
335119,87733731,2014-09-01,47200,0
